title,price,rating,reviews,availablity,image_url
"7.3"" Tall Unique Large Face Planters Pots Head, Abstract Art Colorful Funky Plant Pots with Drainage, Fun Graffiti Planter for Outdoor and Indoor Plants (Colorful)",$27.59,4.8 out of 5 stars,24 ratings,In Stock,https://m.media-amazon.com/images/I/81uOvepJCfL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Rings Flower Planter - Self Watering Plant Pots for Herbs & More - Round Lightweight Outdoor & Indoor Planter (12"" Purple, Pack of 1)",$24.99,4.8 out of 5 stars,9 ratings,In Stock,https://m.media-amazon.com/images/I/51kGMAmJZcL.__AC_SX300_SY300_QL70_ML2_.jpg
"Lechuza 13230 Classico Color 43 Self-Watering Planter for Indoor and Outdoor Use, 17"" x 16"", White Matte",$132.00,4.4 out of 5 stars,"5,121 ratings",In Stock,https://m.media-amazon.com/images/I/51yGaLud95L.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies 16 Inch Seabrook Decorative Round Planter - Lightweight Premium Resin Plant Pot with a Ceramic Look for Indoor Outdoor Use, Weathered Greige",$54.99,4.2 out of 5 stars,32 ratings,Only 5 left in stock (more on the way).,https://m.media-amazon.com/images/I/71wxaTDmlDL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Sedona Round Self-Watering Pot - Lightweight Self Care Planter - Plastic Planter for Herbs & More - Durable Plant Pots for Indoor Plants & Outdoor Plants (12"" Dusty Teal, Pack of 2)",$32.95,4.5 out of 5 stars,"1,597 ratings",Only 17 left in stock (more on the way).,https://m.media-amazon.com/images/I/61ZFaz+s+zL._AC_SY300_SX300_QL70_ML2_.jpg
Ceramic Planter for Indoor Plants - 8 Inch Plant Pot Outdoor Flower Pot with Drainage Holes and Saucer Modern Round Planter Succulent Pot for Home Garden Decor White,$39.99,4.7 out of 5 stars,140 ratings,In Stock,https://m.media-amazon.com/images/I/71xYJX9+rIL._AC_SY300_SX300_QL70_ML2_.jpg
Ceramic Planter for Indoor Plants - 8 Inch Plant Pot Outdoor Flower Pot with Drainage Holes and Saucer Modern Round Planter Succulent Pot for Home Garden Decor White,$39.99,4.7 out of 5 stars,140 ratings,In Stock,https://m.media-amazon.com/images/I/71xYJX9+rIL._AC_SY300_SX300_QL70_ML2_.jpg
"Resin Creative Retro Tree Man Flower Pot Planter/Plant/Flower/Bonsai Pot Ornament for Succulent,Cactus Container for Home Balcony Desk Decoration",$24.98,5.0 out of 5 stars,,Only 20 left in stock - order soon.,https://m.media-amazon.com/images/I/61hx9zcWBgL.__AC_SX300_SY300_QL70_ML2_.jpg
"Resin Creative Cat Head Flower Pot Planter/Plant/Flower/Bonsai Pot Ornament for Succulent,Cactus Container for Home Balcony Desk Decoration",$26.98,4.6 out of 5 stars.,,Only 20 left in stock - order soon.,https://m.media-amazon.com/images/I/51Ym-At35qL.__AC_SX300_SY300_QL70_ML2_.jpg
"Resin Creative Dog Head Flower Pot Planter/Plant/Flower/Bonsai Pot Ornament for Succulent,Cactus Container for Home Balcony Desk Decoration",$26.98,5.0 out of 5 stars,,Only 20 left in stock - order soon.,https://m.media-amazon.com/images/I/51F5EldAIfL.__AC_SX300_SY300_QL70_ML2_.jpg
"Cement Creative Elephant Flower Pot Planter/Plant/Flower/Bonsai Pot Ornament for Succulent,Cactus Container for Home Balcony Desk Decoration (Grayish White)",$24.68,5.0 out of 5 stars,,Only 20 left in stock - order soon.,https://m.media-amazon.com/images/I/519IV4YBiwL.__AC_SX300_SY300_QL70_ML2_.jpg
"2PCS Adjustable Planter Inserts Plant risers,Tall Tapered Plant Riser Fill Bottom，Planter Fillers for Large Pots，Indoor and Outdoor （12-21"" Rise，4-12"" Top）",$35.99,5.0 out of 5 stars,5 ratings,In Stock,https://m.media-amazon.com/images/I/6115UFw4XQL.__AC_SX300_SY300_QL70_ML2_.jpg
"Easter Island Moai Head Succulent Planter Pot, Human Face Flower Pot for Desktop Home Decor, Cool Moai Figurines Pen and Brush Holder, Black",$16.90,4.1 out of 5 stars,20 ratings,Only 8 left in stock - order soon.,https://m.media-amazon.com/images/I/61Ff8AE09bL.__AC_SX300_SY300_QL70_ML2_.jpg
"Inner Plant Pots Drainage Insert - Anti-Clog Aeration Grid for Mid Small Planter Pots,Excellent Airflow and Drainage to Prevent Root Rot.Stainless Steel, 3 Sets.",$15.99,4.5 out of 5 stars,9 ratings,Only 5 left in stock - order soon.,https://m.media-amazon.com/images/I/61m78dZ5YdL.__AC_SX300_SY300_QL70_ML2_.jpg
"KAXIWEI Planter Box Bracket, Adjustable Hang Window Box Holder Hanging Flower Pot Stand Brackets for Outdoor Patio Garden Balcony Supporting Heavy Planters-6 Pack",$25.99,4.2 out of 5 stars,24 ratings,In Stock,https://m.media-amazon.com/images/I/71VzJlC+KaL._AC_SY300_SX300_QL70_ML2_.jpg
"Plant Saucer Pot Tray 10 inch, 2 Packs Clear Flower Planter Saucers and Drip Trays for Pots Planter, Heavy Duty Plant Dish Pant Plate to Catch Water for Indoor & Outdoor",$12.99,4.8 out of 5 stars,50 ratings,In Stock,https://m.media-amazon.com/images/I/71lWqMwyOGL.__AC_SX300_SY300_QL70_ML2_.jpg
"8PCS Plant Pot Mesh Covers with 8 Ground Stakes, 11.8inch Outdoor Planter Grid Guards, Anti-Digging Soil Covers for Potted Plants, Pets and Squirrels Deterrent - Easy to Install",$18.99,5.0 out of 5 stars,,In Stock,https://m.media-amazon.com/images/I/91zd5QetgvL.__AC_SX300_SY300_QL70_ML2_.jpg
"Aveyas 10 inch Ceramic Plant Pot with Drainage Hole and Saucer - Suitable for Indoor and Outdoor Use, Modern Planters for House Garden Flower Tree Snake Monstera Plants (10"", Matte White)",$59.99,4.7 out of 5 stars,69 ratings,In Stock,https://m.media-amazon.com/images/I/51e56+mvkSL._AC_SY300_SX300_QL70_ML2_.jpg
"Upcycled 8"" Hanging Planter Pot (Muted Coral): Modern Upcycled Hanging Planters for Indoor Plants (1 Pot) - Convenient Drainage Hole with Plug - Lightweight & Durable Design",$24.99,4.6 out of 5 stars,130 ratings,Only 14 left in stock - order soon.,https://m.media-amazon.com/images/I/719jyJVvowL.__AC_SX300_SY300_QL70_ML2_.jpg
"6 Pcs Planter Insert for Large Pots, 9''/11''/12'' Round Stainless Steel Plant Pot Insert with Drainage Hole, Elevate Plants to Reduce Soil Usage for Large Planters and Tall Flower Pots, Silver",$23.39,Previous page of related Sponsored Products,,Only 11 left in stock - order soon.,https://m.media-amazon.com/images/I/71vWJMQYWxL.__AC_SX300_SY300_QL70_ML2_.jpg
"D'vine Dev Modern Black Plants Pot Cylinder Planter with Heavy Duty Stand, X-Large 14 Inch Pot, 19.6 Inch with Stand Height, 96-T-B-4",$123.49,4.4 out of 5 stars,530 ratings,In Stock,https://m.media-amazon.com/images/I/717-3OgcsPL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Bonsai Pots with Drainage Hole, Set of 2 Rectangular Glazed Bonsai Planters for Indoor/Outdoor Use, Shallow Brown Bonzai Tree Pots for Succulent, Orchids, Cacti, Home, Patio, Garden, 8.7""x5.9""",$32.98,4.6 out of 5 stars,180 ratings,In Stock,https://m.media-amazon.com/images/I/71twwbZeicL.__AC_SX300_SY300_QL70_ML2_.jpg
"Plant Pots with Multi Drainage Holes - 5 Pieces Versatile, Sturdy Plastic, Stackable Design Home Decor Flower Pots for Indoor and Outdoor Gardening - Black",$12.99,4.5 out of 5 stars,660 ratings,In Stock,https://m.media-amazon.com/images/I/71ojf+BcudL._AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Plant Pots with Drainage Holes and Saucers, Round Flower Pots for Indoor Plant, 3.9/5.2/6.7 Inches Small Flower Planters Set of 3",$25.99,4.6 out of 5 stars,197 ratings,In Stock,https://m.media-amazon.com/images/I/715rD2qduDL.__AC_SX300_SY300_QL70_ML2_.jpg
FaithLand Plant Pot 14 inch - Perfectly Fits Mid-Century Modern Plant Stand - Drainage Plug and Drainage Mesh Screen - Matte White,$77.39,4.5 out of 5 stars,"1,877 ratings",In Stock,https://m.media-amazon.com/images/I/71emdGfjL+L._AC_SY300_SX300_QL70_ML2_.jpg
"Mr. Stacky 1305-HG 5-Tier Stackable Strawberry, Herb, Flower, & Vegetable Planter - Vertical Gardening Indoor / Outdoor Stacking Garden Pots Hunter Green, 22.5 Quarts",$19.58,4.3 out of 5 stars,"5,346 ratings",In Stock,https://m.media-amazon.com/images/I/61ue9T4KMGL.__AC_SX300_SY300_QL70_ML2_.jpg
"GUGUGO Slash Line Plant Pots, Boho Modern Geometric Planters Pots for Indoor Plants, Cute Unique Flower Pot with Drainage, Eclectic Colorful Small Succulent Planter Funky Gardening Pot Gifts, White",$34.99,4.7 out of 5 stars,18 ratings,In Stock,https://m.media-amazon.com/images/I/81tkyFB2afL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Modern Vase for Home Decor, Elegant Flower Vase Centerpiece for Tables Office Desk, Ceramic 5 inch Plant Pot, Planter for Indoor Plants with Drainage Hole, Flower Pots for Orchid Succulent",,5.0 out of 5 stars,,Currently unavailable.We don't know when or if this item will be back in stock.,https://m.media-amazon.com/images/I/71iLPiD0ASL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Modern Red Vase for Home Decor, Elegant Flower Vase Centerpiece for Tables Office Desk, Ceramic 5 inch Plant Pot, Planter for Indoor Plants with Drainage Hole, Flower Pots for Orchid Succulent",,4.6 out of 5 stars.,,Currently unavailable.We don't know when or if this item will be back in stock.,https://m.media-amazon.com/images/I/61UlrfRHeSL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Modern Vase for Home Decor, Elegant Flower Vase Centerpiece for Tables Office Desk, Ceramic 5 inch Plant Pot, Planter for Indoor Plants with Drainage Hole, Flower Pots for Orchid Succulent",,5.0 out of 5 stars,,Currently unavailable.We don't know when or if this item will be back in stock.,https://m.media-amazon.com/images/I/71mbkOm7D3L.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Modern Vase for Home Decor, Elegant Flower Vase Centerpiece for Tables Office Desk, Ceramic 5 inch Plant Pot, Planter for Indoor Plants with Drainage Hole, Flower Pots for Orchid Succulent",$23.99,4.2 out of 5 stars.,,Currently unavailable.We don't know when or if this item will be back in stock.,https://m.media-amazon.com/images/I/71z5c5G7IjL.__AC_SX300_SY300_QL70_ML2_.jpg
"PHYEX 12-Pack 5 Gallon Grow Bags, Heavy Duty Fabric Pots with Handles, Reusable Plant Bags for Vegetable, Herbs & Flowers, BPA-Free, Breathable, Durable",$19.99,4.6 out of 5 stars,"2,167 ratings",In Stock,https://m.media-amazon.com/images/I/81QP6b2BWrL.__AC_SX300_SY300_QL70_ML2_.jpg
"JERIA 200-Pack 4 Inch Plastic Nursery Pots Come with 200 Pcs Labels, Seedling Flower Plant Container and Seed Starting Pots",$15.99,4.5 out of 5 stars,"2,653 ratings",In Stock,https://m.media-amazon.com/images/I/61V810ZofzL.__AC_SX300_SY300_QL70_ML2_.jpg
"13 inch Large Hanging Planters Plant Pots for Outdoor Indoor Plants with Drainage Holes and Chain, 2 Pack Round Hanging Flower Pots for Garden Home Porch Decor, White",$28.49,4.7 out of 5 stars,807 ratings,In Stock,https://m.media-amazon.com/images/I/71wzMzM-70L.__AC_SX300_SY300_QL70_ML2_.jpg
"FaithLand 6-Pack 6-Inch Plastic Plant Pots with Saucers | Thickened PP Material, Modern Wave Texture, Enhanced Drainage for Indoor/Outdoor Garden Plants | Multicolor Value Set",$15.99,4.7 out of 5 stars,274 ratings,In Stock,https://m.media-amazon.com/images/I/71F2AEaH1lL.__AC_SX300_SY300_QL70_ML2_.jpg
"FaithLand 8-Inch Modern Cylinder Planter, Thick-Walled Plastic Plant Pot with Drainage Holes and Detachable Saucer, Matte White, Ideal for Indoor & Outdoor Plants Flowers",$19.99,4.7 out of 5 stars,93 ratings,In Stock,https://m.media-amazon.com/images/I/71kGNIKN6KL.__AC_SX300_SY300_QL70_ML2_.jpg
"6 inch Terracotta & Clay Pots for Plants with Saucer, Medium Terra Cotta Plant Pots with Drainage Hole, Flowerpot with Tray, Terracotta Pot for Indoor Outdoor Plant - Pack of 4 Planters",$19.06,4.7 out of 5 stars,"1,037 ratings",In Stock,https://m.media-amazon.com/images/I/71sxPvtSM3L.__AC_SX300_SY300_QL70_ML2_.jpg
"Set of 2 White Self Watering Hanging Planters for Indoor Outdoor Plants, Sturdy Hanging Pots with Drainage Hole & Plug and 20"" Chain Hanger",$26.95,4.6 out of 5 stars,3 ratings,In Stock,https://m.media-amazon.com/images/I/71EV-xAWMVL.__AC_SX300_SY300_QL70_ML2_.jpg
"3 Piece Ceramic Small Planter for Indoor Plants - Succulent Plant Pots with Drainage Holes and Saucers - 3.4/4.7/6.1 inch Modern Decorative Small Flower Pots for Bamboo, Succulents and Herbs, Green",$31.19,4.8 out of 5 stars,17 ratings,In Stock,https://m.media-amazon.com/images/I/71iQ-VxMRvL.__AC_SX300_SY300_QL70_ML2_.jpg
"Set of 2 Ceramic Planters for Indoor Plants, 4.7+5.7 Inch Vintage Pots without Drainage Hole , Pastoral Rustic Planter Set, Decorative Ceramic Plant Pots for Flower, Indoor Planter Pots for Home Decor",$28.48,5.0 out of 5 stars,12 ratings,In Stock,https://m.media-amazon.com/images/I/81432AN+V5L._AC_SY300_SX300_QL70_ML2_.jpg
"4 + 5 + 6 Inch Ceramic Pots for Indoor Plants, Succulents Plant Pots, Orchid Flower Pot with Drainage Hole, Modern Clay Stoneware Planters, Set of 3 (Milk White, 4+5+6 Inch)",$25.99,4.9 out of 5 stars,32 ratings,In Stock,https://m.media-amazon.com/images/I/71eZYe4zZmL.__AC_SX300_SY300_QL70_ML2_.jpg
"Mrlikale Abstract Face Planter Pot, Unique Head Planter with Detachable Divider and Drainage Hole–Double-Layer Design, 6.5 Inch Hand-Painted Tribal Face Flower Pot for Outdoor and Home Art Decor",$26.99,4.7 out of 5 stars,22 ratings,Only 19 left in stock - order soon.,https://m.media-amazon.com/images/I/71pc35uy8RL.__AC_SX300_SY300_QL70_ML2_.jpg
"24-Pack 5 Gallon Thickened Non-Woven Grow Bags, Aeration Fabric Pots with Handles",$29.99,4.6 out of 5 stars,845 ratings,In Stock,https://m.media-amazon.com/images/I/71tkNbZv9QL.__AC_SX300_SY300_QL70_ML2_.jpg
"wowsome Led 3D Puzzle Vase for Adults Puzzle Planter Pot for Women,3D Art Jar Puzzles for House Flowers Arrangements and Home Decoration (Peony)",$33.59,5.0 out of 5 stars,2 ratings,In Stock,https://m.media-amazon.com/images/I/71yEOM6XdOL.__AC_SX300_SY300_QL70_ML2_.jpg
"11.8 H x 14.5"" Dia (10"" Pot Opening) Plastic Beige Round Planters for Outdoor Plants, Resin Flower Pot for Indoor and Outdoor Plants, Plant Pot with Drainage Holes and Plug for Home Patio Garden",$59.99,4.2 out of 5 stars,49 ratings,In Stock,https://m.media-amazon.com/images/I/712yHKYtk+L._AC_SY300_SX300_QL70_ML2_.jpg
"Ceramic Pots for Plants - 11 Inch Ceramic Planter for Indoor Outdoor, Unique Planters with Drainage Hole, Decorative Flower Pot, House Office Garden Decor, Plants Lover Gifts, Blue",$64.99,4.5 out of 5 stars,59 ratings,In Stock,https://m.media-amazon.com/images/I/71YG9Wf0QGL.__AC_SX300_SY300_QL70_ML2_.jpg
"10 Inch Hanging Planters with Chains 2 Pack Self Watering White Plastic Hanging Pots for Indoor Outdoor Plants, Garden Porch Home Decor (White)",$23.99,4.9 out of 5 stars,30 ratings,In Stock,https://m.media-amazon.com/images/I/61--g2c6ylL.__AC_SX300_SY300_QL70_ML2_.jpg
Gerrii 1000 Pieces 4 Inches Plastic Plants Nursery Pot Bulk Seed Starting Pots Plastic Pots for Plants Succulents Seedlings Cuttings Transplanting (Black),$56.99,4.1 out of 5 stars,18 ratings,Only 4 left in stock - order soon.,https://m.media-amazon.com/images/I/81SUdT1XtcL.__AC_SX300_SY300_QL70_ML2_.jpg
"12 Pack 2.5"" Small Self Watering Pots for Indoor Plants, Mini Clear Plastic Planters, Semi-Hydro, Propagation, Cuttings, Seedlings, Hoya, African Violets, Alocasia, LECA, PON,12 Plant Label",$28.99,4.5 out of 5 stars.,,In Stock,https://m.media-amazon.com/images/I/81NL85Mu13L.__AC_SX300_SY300_QL70_ML2_.jpg
"8PCS Self Watering Planters, 6 Inch Self Watering Pots for Indoor Plants, Self Watering Plant Pot with Drainage Hole and Saucer Reservoir, 2 in 1 Plastic Flower Pot (4 Color)",$29.99,5.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/71D8OdtHbwL.__AC_SX300_SY300_QL70_ML2_.jpg
"4 Inch Herb Planter Pot, Plastic Planter with Drainage Holes and Saucer, Modern Decorative Gardening Pot for Indoor Plants, Flowers, Herbs, Succulents, Black, Set of 4, 76-Y-B-4",$33.99,4.7 out of 5 stars,197 ratings,In Stock,https://m.media-amazon.com/images/I/81Mmad3se4L.__AC_SX300_SY300_QL70_ML2_.jpg
"QCQHDU Set of 2 Oversized 9 Gallon Round Planters for Front Door & Patio - 12x21 Inch Tall Outdoor/Indoor Plant Pots with Drainage Tray, Gray Faux Stone Textured Tree Planters for Porch Decor",$87.00,4.5 out of 5 stars,78 ratings,In Stock,https://m.media-amazon.com/images/I/81mBxbZDtQL.__AC_SX300_SY300_QL70_ML2_.jpg
"Smiley Face Planter Pot, Cute Coffee Plant Pots for Indoor Outdoor,Unique Rocking Chair Plant Pot for Succulents Plants Live with Drainage Hole,Gift IdeaI for Mother and Appreciation Christmas (Small)",$15.89,4.6 out of 5 stars,201 ratings,In Stock,https://m.media-amazon.com/images/I/71ApNHZFf6L.__AC_SX300_SY300_QL70_ML2_.jpg
"LaLaGreen Bundle- 2 Pack, 10 Inch Hanging Basket with Coco Liner + 10 Pack, 6 Inch Black Metal Pot Outdoor Wall Rail Deck Flower Herb Bucket Patio Porch Balcony Round Planter Farmhouse Style Garden",$23.99,4.2 out of 5 stars.,,Currently unavailable.We don't know when or if this item will be back in stock.,https://m.media-amazon.com/images/I/71bQ5stR54L.__AC_SX300_SY300_QL70_ML2_.jpg
"Flower Pots, 8 Inch Plastic Plant Pots for Plants, Set of 4 Planter for Indoor Outdoor Plants with Drainage Hole, Sleek Small Nursery Planting Pot for Home Garden Outdoor Planters(Blue Glaze)",$23.99,3.7 out of 5 stars,7 ratings,In Stock,https://m.media-amazon.com/images/I/617FPc2T5iL.__AC_SX300_SY300_QL70_ML2_.jpg
"vancasso Ceramic Plant Pots, 4.25+5.25+6.25 Inch Planter Pot with Drainage Hole, Flower Pots for Indoor Outdoor Plants, Set of 3, White",$23.99,4.6 out of 5 stars,71 ratings,In Stock,https://m.media-amazon.com/images/I/71fiwAlEX5L.__AC_SX300_SY300_QL70_ML2_.jpg
"vancasso Ceramic Plant Pots, 4.25+5.25+6.25 Inch Planter Pot with Drainage Hole, Flower Pots for Indoor Outdoor Plants, Set of 3, White",$23.99,4.6 out of 5 stars,71 ratings,In Stock,https://m.media-amazon.com/images/I/71fiwAlEX5L.__AC_SX300_SY300_QL70_ML2_.jpg
